yearMonth,assunto_cnj,count
2016-10-01,Transação,11
2016-10-01,Transferência,2
2016-10-01,Transporte Aéreo,33
2016-10-01,Transporte de Coisas,39
2016-10-01,Transporte de Pessoas,37
2016-10-01,Transporte Terrestre,6
2016-10-01,Tratamento da Própria Saúde,1
2016-10-01,Tratamento Médico-Hospitalar,1
2016-10-01,Tratamento Medico-Hospitalar e/ou Fornecimento,188
2016-10-01,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,1028
2016-10-01,Troca ou Permuta,3
2016-10-01,Turismo,6
2016-10-01,Tutela e Curatela,26
2016-10-01,Ultraje Público ao Pudor (Ato/Escrito Obsceno),1
2016-10-01,União Estável ou Concubinato,27
2016-10-01,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI),1
2016-10-01,Uso de documento falso,2
2016-10-01,Uso ou Tráfico de Drogas,3
2016-10-01,Usucapiao (Bens Moveis),5
2016-10-01,Usucapião da L 6.969/1981,2
2016-10-01,Usucapião Especial (Constitucional),4
2016-10-01,Usucapião Extraordinária,51
2016-10-01,Usucapião Ordinária,17
2016-10-01,Usufruto,2
2016-10-01,Vilipêndio a Cadáver,1
2016-10-01,Violação aos Princípios Administrativos,2
2016-10-01,Violação de direito autoral,5
2016-10-01,Violação de domicílio,1
2016-10-01,Violação de domicílio (art. 150),1
2016-10-01,Voluntária,1
2016-10-01,Warrant,1
2016-10-01,NA,275
2016-11-01,1/3 de férias,1
2016-11-01,Abandono de incapaz,1
2016-11-01,Abandono Intelectual,7
2016-11-01,Abandono Material,21
2016-11-01,Abatimento proporcional do preço,13
2016-11-01,Abono de Permanência,77
2016-11-01,Abono Pecuniário (Art. 78 Lei 8.112/1990),2
2016-11-01,Aborto provocado pela gestante ou com o seu consentimento,1
2016-11-01,Aborto provocado por terceiro,1
2016-11-01,Abuso Sexual,2
2016-11-01,Acidente Aéreo,1
2016-11-01,Acidente de Trabalho,8
2016-11-01,Acidente De Trabalho,89
2016-11-01,Acidente de Trânsito,426
2016-11-01,Acompanhamento de Cônjuge ou Companheiro,1
2016-11-01,Acumulação de Cargos,1
2016-11-01,Adicional de Horas Extras,39
2016-11-01,Adicional de Insalubridade,74
2016-11-01,Adicional de Periculosidade,8
2016-11-01,Adicional de Produtividade,1
2016-11-01,Adicional de Serviço Noturno,193
2016-11-01,Adicional por Tempo de Serviço,3
2016-11-01,Adimplemento e Extinção,7
2016-11-01,Adjudicação Compulsória,25
2016-11-01,Administração,4
2016-11-01,Admissão / Permanência / Despedida,3
2016-11-01,Adoção de Adolescente,1
2016-11-01,Adoção de Criança,11
2016-11-01,Adulteração de Sinal Identificador de Veículo Automotor,12
2016-11-01,Afastamento do Cargo,1
2016-11-01,Agentes Políticos,1
2016-11-01,Agrotóxicos,1
2016-11-01,Água e/ou Esgoto,1
2016-11-01,Águas Públicas,2
2016-11-01,Alienação Fiduciária,1800
2016-11-01,Alimentos,260
2016-11-01,Alteração de Coisa Comum,2
2016-11-01,Ameaça,87
2016-11-01,Ameaça (art. 147),3
2016-11-01,Anulação,15
2016-11-01,Anulação de Débito Fiscal,6
2016-11-01,Anulação e Correção de Provas / Questões,9
2016-11-01,Aposentadoria,82
2016-11-01,Aposentadoria por Idade (Art. 48/51),1
2016-11-01,Aposentadoria por Invalidez,17
2016-11-01,Aposentadoria por Invalidez Acidentária,12
2016-11-01,Apropriação indébita,23
2016-11-01,Apuração de haveres,1
2016-11-01,Aquisição,27
2016-11-01,Arrendamento Mercantil,50
2016-11-01,Arrendamento Rural,34
2016-11-01,Assédio Sexual,1
2016-11-01,Assembléia,4
2016-11-01,Assinatura Básica Mensal,8
2016-11-01,Assistência à Saúde,9
2016-11-01,Assistência Médico-Hospitalar,1
2016-11-01,Associação,25
2016-11-01,Associação para a Produção e Tráfico e Condutas Afins,11
2016-11-01,Assunção de Obrigação no Último Ano do Mandado ou Legislatura,1
2016-11-01,Atentado Violento ao Pudor,26
2016-11-01,Ato / Negócio Jurídico,10
2016-11-01,Ato Infracional,102
2016-11-01,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",2
2016-11-01,Atos Administrativos,160
2016-11-01,Atos Unilaterais,1
2016-11-01,Atraso de vôo,7
2016-11-01,Autofalência,2
2016-11-01,Auxílio-Acidente (Art. 86),198
2016-11-01,Auxílio-Alimentação,1945
2016-11-01,Auxílio-Doença Acidentário,549
2016-11-01,Auxílio-Doença Previdenciário,3
2016-11-01,Auxílio-transporte,1
2016-11-01,Averbação / Contagem de Tempo Especial,2
2016-11-01,Bancários,226
2016-11-01,Bem de Família,20
2016-11-01,"Benefício Assistencial (Art. 203,V CF/88)",1
2016-11-01,Benefícios em Espécie,86
2016-11-01,Benfeitorias,3
2016-11-01,Bens Públicos,1
2016-11-01,Busca e Apreensão de Menores,6
2016-11-01,Cadastro de Análise de Crédito,399
2016-11-01,Cálculo de ICMS por dentro,1
2016-11-01,Calúnia,14
2016-11-01,Cancelamento de Protesto,42
2016-11-01,Cancelamento de vôo,6
2016-11-01,Capacidade,36
2016-11-01,Cartão de Crédito,514
2016-11-01,Casamento,31
2016-11-01,Cédula de Crédito à Exportação,1
2016-11-01,Cédula de Crédito Bancário,40
2016-11-01,Cédula de Crédito Comercial,4
2016-11-01,Cédula de Crédito Industrial,2
2016-11-01,Cédula de Crédito Rural,30
2016-11-01,Cédula de Produto Rural,8
2016-11-01,Cédula Hipotecária,2
2016-11-01,Cessão de Crédito,6
2016-11-01,Cheque,208
2016-11-01,Classificação de créditos,8
2016-11-01,Classificação e/ou Preterição,12
2016-11-01,CNH - Carteira Nacional de Habilitação,76
2016-11-01,Coação no curso do processo,7
2016-11-01,Cobrança indevida de ligações,6
2016-11-01,Cofins,2
2016-11-01,Coisas,79
2016-11-01,Comercialização de dados cadastrais de consumidores,28
2016-11-01,Comissão,3
2016-11-01,Comodato,10
2016-11-01,Complementação de Benefício/Ferroviário,2
2016-11-01,Compra e Venda,275
2016-11-01,Compromisso,17
2016-11-01,Compulsória,3
2016-11-01,Comunicação falsa de crime ou de contravenção,1
2016-11-01,Concessão,24
2016-11-01,Concessão / Permissão / Autorização,7
2016-11-01,Concurso Público / Edital,112
2016-11-01,Concussão,2
2016-11-01,Condomínio,81
2016-11-01,Condomínio em Edifício,43
2016-11-01,Conselhos Regionais e Afins (Anuidade),4
2016-11-01,Consórcio,68
2016-11-01,Constrangimento ilegal,1
2016-11-01,Contra a liberdade pessoal,4
2016-11-01,Contra a Propriedade Intelectual,1
2016-11-01,Contratos Administrativos,67
2016-11-01,Contratos Bancários,1948
2016-11-01,Contratos de Consumo,60
2016-11-01,Contratos de Participacao Financeira,867
2016-11-01,Contravenções Penais,81
2016-11-01,Contribuição Sindical,8
2016-11-01,Contribuições,10
2016-11-01,Contribuições de Melhoria,31
2016-11-01,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",1
2016-11-01,Contribuições Previdenciárias,14
2016-11-01,Contribuições Sociais,5
2016-11-01,Controle de Constitucionalidade,12
2016-11-01,Corretagem,42
2016-11-01,Corrupção ativa,4
2016-11-01,Corrupção passiva,2
2016-11-01,Crédito Rural,1
2016-11-01,Crédito Tributário,8
2016-11-01,Crimes contra a Fauna,7
2016-11-01,Crimes contra a Flora,2
2016-11-01,Crimes contra as Relações de Consumo,7
2016-11-01,Crimes da Lei de licitações,4
2016-11-01,Crimes de Abuso de Autoridade,2
2016-11-01,"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores",6
2016-11-01,Crimes de Responsabilidade,2
2016-11-01,Crimes de Tortura,2
2016-11-01,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,2
2016-11-01,Crimes de Tráfico Ilícito e uso indevido de drogas - L 6368,21
2016-11-01,Crimes de Trânsito,58
2016-11-01,Crimes do Sistema Nacional de Armas,152
2016-11-01,Crimes Militares,1
2016-11-01,Crimes Previstos no Estatuto da criança e do adolescente,2
2016-11-01,Crimes Previstos no Estatuto do Idoso,3
2016-11-01,Crimes Resultante de Preconceito de Raça ou de Cor,1
2016-11-01,Curso de Formação,2
2016-11-01,Da Poluição,2
2016-11-01,Dano,2
2016-11-01,Dano (art. 163),1
2016-11-01,Dano ao Erário,5
2016-11-01,Dano Qualificado,9
2016-11-01,De Tráfico Ilícito e Uso Indevido de Drogas,12
2016-11-01,De Trânsito,1
2016-11-01,Decorrente de Violência Doméstica,63
2016-11-01,Demissão ou Exoneração,3
2016-11-01,Denunciação caluniosa,1
2016-11-01,Depósito,1
2016-11-01,Desacato,10
2016-11-01,Desapropriação,16
2016-11-01,Desapropriação Indireta,9
2016-11-01,Desapropriação por Utilidade Pública / DL 3.365/1941,5
2016-11-01,Desconto em folha de pagamento,1
2016-11-01,Descontos Indevidos,52
2016-11-01,Desobediência,6
2016-11-01,Desobediência a decisão judicial sobre perda ou suspensão de direitos,5
2016-11-01,Despejo para Uso Próprio,6
2016-11-01,Despejo por Denúncia Vazia,5
2016-11-01,Despesas Condominiais,63
2016-11-01,Diárias e Outras Indenizações,3
2016-11-01,Difamação,13
2016-11-01,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,94
2016-11-01,Direito Autoral,15
2016-11-01,DIREITO CIVIL,30
2016-11-01,DIREITO DA CRIANÇA E DO ADOLESCENTE,240
2016-11-01,Direito de Greve,2
2016-11-01,Direito de Imagem,19
2016-11-01,Direito de Preferência,4
2016-11-01,Direito de Vizinhança,37
2016-11-01,DIREITO DO CONSUMIDOR,91
2016-11-01,DIREITO PENAL,17
2016-11-01,Direitos / Deveres do Condômino,3
2016-11-01,Dissolução,152
2016-11-01,Dívida Ativa não-tributária,36
2016-11-01,Divisão e Demarcação,14
2016-11-01,Do Sistema Nacional de Armas,12
2016-11-01,Doação,6
2016-11-01,Domínio Público,2
2016-11-01,Duplicata,113
2016-11-01,Duplicata Simulada,2
2016-11-01,Edital,5
2016-11-01,Eleição,6
2016-11-01,Empregado Público / Temporário,42
2016-11-01,Empreitada,19
2016-11-01,Empréstimo consignado,95
2016-11-01,Empréstimos Compulsórios,1
2016-11-01,Energia Elétrica,21
2016-11-01,Enquadramento,2
2016-11-01,Enriquecimento ilícito,1
2016-11-01,Ensino Fundamental e Médio,577
2016-11-01,Ensino Superior,72
2016-11-01,Entrada e Permanência de Menores,4
2016-11-01,Erro Médico,31
2016-11-01,Esbulho / Turbação / Ameaça,90
2016-11-01,Esbulho possessório,1
2016-11-01,Escolaridade,1
2016-11-01,Espécies de Contratos,299
2016-11-01,Espécies de Títulos de Crédito,134
2016-11-01,Estabelecimentos de Ensino,44
2016-11-01,Estabilidade,1
2016-11-01,Estaduais,9
2016-11-01,Estágio Probatório,1
2016-11-01,Estelionato,39
2016-11-01,Estelionato Majorado,1
2016-11-01,Estupro,59
2016-11-01,Estupro (Art. 213),3
2016-11-01,Estupro de vulnerável,111
2016-11-01,Exame de Saúde e/ou Aptidão Física,6
2016-11-01,Exame Psicotécnico / Psiquiátrico,5
2016-11-01,Exclusão - ICMS,1
2016-11-01,Execução Contratual,1
2016-11-01,Exibicao de Documentos,21
2016-11-01,Exoneração,85
2016-11-01,Expurgos Inflacionários / Planos Econômicos,1458
2016-11-01,Extinção do Crédito Tributário,1
2016-11-01,Extorsão,12
2016-11-01,Extorsão mediante seqüestro,12
2016-11-01,Extravio de bagagem,16
2016-11-01,Falsa identidade,1
2016-11-01,Falsidade ideológica,2
2016-11-01,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,1
2016-11-01,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,1
2016-11-01,Falsificação de documento público,6
2016-11-01,Família,52
2016-11-01,Fatos Jurídicos,2
2016-11-01,Favorecimento da Prostituição,3
2016-11-01,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,1
2016-11-01,Favorecimento real,1
2016-11-01,Férias,41
2016-11-01,Fiança,3
2016-11-01,Financiamento de Produto,7
2016-11-01,Fiscalização,6
2016-11-01,Fixação,24
2016-11-01,Flora,1
2016-11-01,Fornecimento de Água,155
2016-11-01,Fornecimento de Energia Elétrica,344
2016-11-01,Fornecimento de Medicamentos,20
2016-11-01,Franquia,4
2016-11-01,Fundação de Direito Privado,1
2016-11-01,Furto,108
2016-11-01,Furto (art. 155),7
2016-11-01,Furto Privilegiado,4
2016-11-01,Furto Qualificado,301
2016-11-01,"Furto Qualificado (Art. 155, § 4o.)",3
2016-11-01,Garantias Constitucionais,22
2016-11-01,Gestante / Adotante / Paternidade,1
2016-11-01,Gestão de Negócios,6
2016-11-01,Gratificação de Incentivo,36
2016-11-01,Gratificação Incorporada / Quintos e Décimos / VPNI,2
2016-11-01,Gratificação Natalina/13º salário,7
2016-11-01,Gratificações de Atividade,23
2016-11-01,Gratificações e Adicionais,84
2016-11-01,Gratificações Municipais Específicas,20
2016-11-01,Grave,7
2016-11-01,Gravíssima,4
2016-11-01,Guarda,81
2016-11-01,Hipoteca,3
2016-11-01,Homicídio Privilegiado,6
2016-11-01,Homicídio Qualificado,572
2016-11-01,Homicídio Simples,118
2016-11-01,Honorarios Profissionais,116
2016-11-01,ICMS / Incidência Sobre o Ativo Fixo,4
2016-11-01,ICMS/ Imposto sobre Circulação de Mercadorias,561
2016-11-01,ICMS/Importação,5
2016-11-01,Imissão,18
2016-11-01,Impostos,265
2016-11-01,Improbidade Administrativa,47
2016-11-01,Inadimplemento,117
2016-11-01,Incapacidade Laborativa Permanente,1
2016-11-01,Incêndio,3
2016-11-01,Incentivos fiscais,3
2016-11-01,Inclusão Indevida em Cadastro de Inadimplentes,658
2016-11-01,Inconstitucionalidade Material,13
2016-11-01,Indenização / Terço Constitucional,36
2016-11-01,Indenização por Dano Material,590
2016-11-01,Indenizaçao por Dano Moral,3
2016-11-01,Indenização por Dano Moral,2119
2016-11-01,Indenizações Regulares,2
2016-11-01,Índice da URV Lei 8.880/1994,6
2016-11-01,Infração Administrativa,24
2016-11-01,Ingresso e Concurso,6
2016-11-01,Ingresso e Exclusão dos Sócios na Sociedade,2
2016-11-01,Injúria,8
2016-11-01,Inquérito / Processo / Recurso Administrativo,3
2016-11-01,Inscrição / Documentação,2
2016-11-01,Inspeção Fitossanitária,2
2016-11-01,Inspeção Sanitária de Origem Animal,1
2016-11-01,Integralidade,25
2016-11-01,Interdição,1
2016-11-01,Internação com atividades externas,1
2016-11-01,Internação sem atividades externas,2
2016-11-01,Interpretação / Revisão de Contrato,72
2016-11-01,Intervenção do Estado na Propriedade,2
2016-11-01,Intervenção em Estado / Município,1
2016-11-01,Invalidez Permanente,5
2016-11-01,Inventário e Partilha,177
2016-11-01,Investigação de Maternidade,1
2016-11-01,Investigação de Paternidade,51
2016-11-01,IPTU/ Imposto Predial e Territorial Urbano,761
2016-11-01,IPVA - Imposto Sobre Propriedade de Veículos Automotores,74
2016-11-01,IRPF/Imposto de Renda de Pessoa Física,22
2016-11-01,IRPJ/Imposto de Renda de Pessoa Jurídica,1
2016-11-01,Irredutibilidade de Vencimentos,1
2016-11-01,Isonomia,4
2016-11-01,Isonomia/Equivalência Salarial,7
2016-11-01,ISS/ Imposto sobre Serviços,162
2016-11-01,ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis,26
2016-11-01,ITCD - Imposto de Transmissão Causa Mortis,6
2016-11-01,Jornada de Trabalho,20
2016-11-01,Latrocínio,143
2016-11-01,Leasing Imobiliario,1
2016-11-01,Lesões Corporais,4
2016-11-01,Leve,29
2016-11-01,Liberação de Veículo Apreendido,18
2016-11-01,Licença Capacitação (Aperfeiçoamento Profissional),4
2016-11-01,Licença Prêmio,22
2016-11-01,Licença-Prêmio,12
2016-11-01,Licenças,13
2016-11-01,Licenças / Afastamentos,8
2016-11-01,Licenciamento de Veículo,15
2016-11-01,Licitações,38
2016-11-01,Liquidação / Cumprimento / Execução :: Competência de Cível - Meio Ambiente,7
2016-11-01,Liquidação / Cumprimento / Execução :: Competência de Precatória Cível,134
2016-11-01,Liquidação / Cumprimento / Execução :: Competência de Precatória Registros Públicos,1
2016-11-01,Locação de Imóvel,232
2016-11-01,Locação de Móvel,14
2016-11-01,Magistério público da educação básica - hora-atividade (Lei 11.738/08),77
2016-11-01,Mandato,162
2016-11-01,Marca,14
2016-11-01,Maus Tratos,4
2016-11-01,Medicamento / Tratamento / Cirurgia de Eficácia não comprovada,1
2016-11-01,Medidas Sócioeducativas,5
2016-11-01,Meio Ambiente,33
2016-11-01,Mercado de Capitais,1
2016-11-01,Militar,44
2016-11-01,Modalidade / Limite / Dispensa / Inexigibilidade,2
2016-11-01,Moeda Falsa / Assimilados,5
2016-11-01,Multa,1
2016-11-01,Multas e demais Sanções,118
2016-11-01,Municipais,55
2016-11-01,Município,1
2016-11-01,Mútuo,89
2016-11-01,Nomeação,20
2016-11-01,Nota de Crédito Comercial,2
2016-11-01,Nota de Crédito Industrial,1
2016-11-01,Nota de Crédito Rural,3
2016-11-01,Nota Promissória,87
2016-11-01,Nulidade e Anulação de Partilha e Adjudicação de Herança,3
2016-11-01,Nulidade e Anulação de Testamento,5
2016-11-01,Obrigações,410
2016-11-01,Oferta,4
2016-11-01,Ordenação da Cidade / Plano Diretor,9
2016-11-01,Organização Político-administrativa / Administração Pública,3
2016-11-01,Overbooking,2
2016-11-01,Pagamento,46
2016-11-01,Pagamento Atrasado / Correção Monetária,2
2016-11-01,Pagamento em Consignação,3
2016-11-01,Pagamento Indevido,10
2016-11-01,Parcelamento de Vencimentos,10
2016-11-01,Parceria Agrícola e/ou pecuária,11
2016-11-01,Parlamentares,2
2016-11-01,Partido Político,1
2016-11-01,Patrimônio Histórico / Tombamento,3
2016-11-01,Peculato,4
2016-11-01,Penalidades,1
2016-11-01,Penhor,5
2016-11-01,Pensão,171
2016-11-01,Pensão por Morte (Art. 74/9),44
2016-11-01,Perda da Propriedade,1
2016-11-01,Perdas e Danos,3
2016-11-01,Pessoas Jurídicas,14
2016-11-01,Pessoas naturais,69
2016-11-01,Petição de Herança,3
2016-11-01,PIS,1
2016-11-01,Piso Salarial,177
2016-11-01,Plano de Classificação de Cargos,11
2016-11-01,Planos de Saúde,707
2016-11-01,Posse,145
2016-11-01,Posse de Drogas para Consumo Pessoal,43
2016-11-01,Posse e Exercício,7
2016-11-01,Posse Sexual Mediante Fraude,1
2016-11-01,Prazo de Validade,2
2016-11-01,Prestação de Serviços,277
2016-11-01,Prestação de serviços à comunidade,1
2016-11-01,Previdência privada,285
2016-11-01,Processo Administrativo Disciplinar / Sindicância,1
2016-11-01,Processo Administrativo Disciplinar ou Sindicância,9
2016-11-01,Programa de Computador,1
2016-11-01,Promessa de Compra e Venda,642
2016-11-01,Promoção,323
2016-11-01,Promoção / Ascensão,263
2016-11-01,Propriedade,46
2016-11-01,Propriedade Fiduciária,2
2016-11-01,Propriedade Intelectual / Industrial,21
2016-11-01,Protesto Indevido de Título,49
2016-11-01,Prova de Títulos,1
2016-11-01,Quadrilha ou Bando,9
2016-11-01,Reajuste de Prestações,2
2016-11-01,"Reajuste de Remuneração, Soldo, Proventos ou Pensão",2
2016-11-01,"Reajustes de Remuneração, Proventos ou Pensão",172
2016-11-01,Receptação,65
2016-11-01,Receptação Qualificada,13
2016-11-01,Recondução,2
2016-11-01,Reconhecimento / Dissolução,161
2016-11-01,Recuperação judicial e Falência,125
2016-11-01,Regime,2
2016-11-01,Regime de Bens Entre os Cônjuges,2
2016-11-01,Regime Estatutário,4
2016-11-01,Regime Previdenciário,10
2016-11-01,Registro Civil das Pessoas Naturais,5
2016-11-01,Registro de Imóveis,18
2016-11-01,Registro de Óbito após prazo legal,1
2016-11-01,Registro em Cadastro,42
2016-11-01,Registro em Cadastro de Análise de Crédito,15
2016-11-01,Registro em Cadastro de Inadimplentes,466
2016-11-01,REGISTROS PÚBLICOS,6
2016-11-01,Regulamentação de Visitas,26
2016-11-01,Reintegração,28
2016-11-01,Reivindicação,17
2016-11-01,Relações de Parentesco,7
2016-11-01,Remoção,4
2016-11-01,Remuneração,3
2016-11-01,Repasse de Verbas Públicas,2
2016-11-01,Repetição de indébito,12
2016-11-01,Representação comercial,32
2016-11-01,Rescisão,1
2016-11-01,Rescisão / Resolução,10
2016-11-01,Rescisão do contrato e devolução do dinheiro,138
2016-11-01,Reserva de Dominio,26
2016-11-01,Reserva de Vagas para Deficientes,2
2016-11-01,Reserva Remunerada,2
2016-11-01,Resgate de Contribuição,2
2016-11-01,Resistência,6
2016-11-01,Responsabilidade Civil,1144
2016-11-01,Responsabilidade Civil do Empregador,8
2016-11-01,Responsabilidade da Administração,357
2016-11-01,Responsabilidade do Fornecedor,54
2016-11-01,Responsabilidade dos sócios,2
2016-11-01,Restabelecimento,26
2016-11-01,Retificação de Data de Nascimento,1
2016-11-01,Retificação de Nome,3
2016-11-01,Retificação de Sexo,2
2016-11-01,Revisão,98
2016-11-01,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",1
2016-11-01,Revogação/Anulação de multa ambiental,1
2016-11-01,Roubo,202
2016-11-01,Roubo (art. 157),32
2016-11-01,Roubo Majorado,868
2016-11-01,Rufianismo,1
2016-11-01,Rural - Agrícola/Pecuário,1
2016-11-01,Saúde,140
2016-11-01,Seção Cível,12
2016-11-01,Seguro,727
2016-11-01,Seqüestro e cárcere privado,4
2016-11-01,Serviços,86
2016-11-01,Serviços Hospitalares,26
2016-11-01,Serviços Profissionais,33
2016-11-01,Servidão,3
2016-11-01,Servidão Administrativa,2
2016-11-01,Servidao de Eletroduto,11
2016-11-01,Servidor Público Civil,599
2016-11-01,Servidores Inativos,7
2016-11-01,Sistema Financeiro da Habitação,52
2016-11-01,Sistema Nacional de Trânsito,210
2016-11-01,Sistema Remuneratório e Benefícios,1413
2016-11-01,Sociedade,15
2016-11-01,Sonegação de papel ou objeto de valor probatório,1
2016-11-01,Substituição do Produto,33
2016-11-01,Sucessões,43
2016-11-01,Suspensão,5
2016-11-01,Sustação de Protesto,51
2016-11-01,Sustação/Alteração de Leilão,2
2016-11-01,Tarifas,12
2016-11-01,Taxa de Coleta de Lixo,15
2016-11-01,Taxa de Fiscalização Ambiental,1
2016-11-01,Taxa de Iluminação Pública,3
2016-11-01,Taxa de Licenciamento de Estabelecimento,32
2016-11-01,Taxa de Ocupação / Laudêmio / Foro,1
2016-11-01,Taxas,48
2016-11-01,Telefonia,986
2016-11-01,Tempo de Serviço,6
2016-11-01,Teto Salarial,1
2016-11-01,Títulos de Crédito,1
2016-11-01,Tráfico de Drogas e Condutas Afins,879
2016-11-01,Transação,8
2016-11-01,Transferência de cotas,1
2016-11-01,Transporte Aéreo,38
2016-11-01,Transporte de Coisas,25
2016-11-01,Transporte de Pessoas,39
2016-11-01,Transporte Terrestre,11
2016-11-01,Tratamento da Própria Saúde,1
2016-11-01,Tratamento Médico-Hospitalar,7
2016-11-01,Tratamento Medico-Hospitalar e/ou Fornecimento,121
2016-11-01,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,1063
2016-11-01,Troca ou Permuta,1
2016-11-01,Turismo,12
2016-11-01,Tutela e Curatela,16
2016-11-01,União Estável ou Concubinato,24
2016-11-01,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI),1
2016-11-01,Uso de documento falso,2
2016-11-01,Uso ou Tráfico de Drogas,2
2016-11-01,Usucapiao (Bens Moveis),2
2016-11-01,Usucapião da L 6.969/1981,4
2016-11-01,Usucapião Especial (Constitucional),8
2016-11-01,Usucapião Especial Coletiva,1
2016-11-01,Usucapião Extraordinária,37
2016-11-01,Usucapião Ordinária,11
2016-11-01,Usufruto,2
2016-11-01,Veículos,2
2016-11-01,Violação de direito autoral,6
2016-11-01,Violação de domicílio,2
2016-11-01,Voluntária,1
2016-11-01,Warrant,2
2016-11-01,NA,142
2016-12-01,Abandono Intelectual,10
2016-12-01,Abandono Material,10
2016-12-01,Abatimento proporcional do preço,15
2016-12-01,Abono de Permanência,46
2016-12-01,Aborto provocado por terceiro,1
2016-12-01,Abuso Sexual,5
2016-12-01,Acidente de Trabalho,9
2016-12-01,Acidente De Trabalho,80
2016-12-01,Acidente de Trânsito,383
2016-12-01,Acompanhamento de Cônjuge ou Companheiro,2
2016-12-01,Acumulação de Cargos,3
2016-12-01,Adicional de Horas Extras,21
2016-12-01,Adicional de Insalubridade,28
2016-12-01,Adicional de Periculosidade,13
2016-12-01,Adicional de Serviço Noturno,162
2016-12-01,Adicional por Tempo de Serviço,2
2016-12-01,Adjudicação Compulsória,25
2016-12-01,Administração,4
2016-12-01,Administração de Herança,4
2016-12-01,Admissão / Permanência / Despedida,3
2016-12-01,Adoção de Adolescente,2
2016-12-01,Adoção de Criança,3
2016-12-01,Adoção Nacional,2
2016-12-01,Adoção Nacional :: Competência de Cautelares - JIJ,1
2016-12-01,Adoção Nacional :: Competência de Preparação para Adoção - JIJ,1
2016-12-01,Adulteração de Sinal Identificador de Veículo Automotor,19
2016-12-01,Afastamento do Cargo,1
2016-12-01,Agêncie e Distribuição,1
2016-12-01,Agentes Políticos,3
2016-12-01,Agrotóxicos,1
2016-12-01,Águas Públicas,2
2016-12-01,Alienação Fiduciária,1656
2016-12-01,Alienação Judicial,2
2016-12-01,Alimentos,224
2016-12-01,Ameaça,77
2016-12-01,Ameaça (art. 147),2
2016-12-01,Anulação,4
2016-12-01,Anulação de Débito Fiscal,6
2016-12-01,Anulação e Correção de Provas / Questões,6
2016-12-01,Aposentadoria,54
2016-12-01,Aposentadoria por Invalidez,21
2016-12-01,Aposentadoria por Invalidez Acidentária,9
2016-12-01,Apropriação indébita,11
2016-12-01,Apuração de haveres,3
2016-12-01,Aquisição,26
2016-12-01,Arquivamento Administrativo - Crédito de Pequeno Valor,1
2016-12-01,Arras ou Sinal,1
2016-12-01,Arrendamento Mercantil,69
2016-12-01,Arrendamento Rural,34
2016-12-01,Assembléia,4
2016-12-01,Assinatura Básica Mensal,23
2016-12-01,Assistência à Saúde,7
2016-12-01,Associação,17
2016-12-01,Associação para a Produção e Tráfico e Condutas Afins,10
2016-12-01,Atentado Violento ao Pudor,26
2016-12-01,Atividade Política,1
2016-12-01,Ato / Negócio Jurídico,20
2016-12-01,Ato Infracional,64
2016-12-01,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",1
2016-12-01,Atos Administrativos,122
2016-12-01,Atos Unilaterais,1
2016-12-01,Atraso de vôo,5
2016-12-01,Autofalência,3
2016-12-01,Auxílio-Acidente (Art. 86),180
2016-12-01,Auxílio-Alimentação,1459
2016-12-01,Auxílio-Doença Acidentário,550
2016-12-01,Auxílio-Funeral,1
2016-12-01,Bancários,160
2016-12-01,Bem de Família,7
2016-12-01,Benefícios em Espécie,49
2016-12-01,Benfeitorias,5
2016-12-01,Bens Públicos,3
2016-12-01,Busca e Apreensão de Menores,5
2016-12-01,Cadastro de Análise de Crédito,132
2016-12-01,Cálculo de ICMS por dentro,1
2016-12-01,Calúnia,6
2016-12-01,Cancelamento de Protesto,28
2016-12-01,Cancelamento de vôo,13
2016-12-01,Capacidade,51
2016-12-01,Capitalização e Previdência Privada,1
2016-12-01,Cartão de Crédito,309
2016-12-01,Casamento,17
2016-12-01,Cédula de Crédito Bancário,34
2016-12-01,Cédula de Crédito Comercial,1
2016-12-01,Cédula de Crédito Industrial,1
2016-12-01,Cédula de Crédito Rural,24
2016-12-01,Cédula de Produto Rural,10
2016-12-01,Cessão de Crédito,1
2016-12-01,Cheque,174
2016-12-01,Classificação de créditos,4
2016-12-01,Classificação e/ou Preterição,11
2016-12-01,CND/Certidão Negativa de Débito,1
2016-12-01,CNH - Carteira Nacional de Habilitação,46
2016-12-01,Coação no curso do processo,5
