yearMonth,subject,count
2014-11-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,28
2014-11-01,Sistema Nacional de Tr\xc3\xa2nsito,105
2014-11-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,440
2014-11-01,Sociedade,21
2014-11-01,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,3
2014-11-01,Sub,1
2014-11-01,Subs\xc3\xaddios,1
2014-11-01,Substitui\xc3\xa7\xc3\xa3o do Produto,22
2014-11-01,Sucess\xc3\xb5es,40
2014-11-01,Suspens\xc3\xa3o da Exigibilidade,2
2014-11-01,Susta\xc3\xa7\xc3\xa3o de Protesto,23
2014-11-01,T\xc3\xadtulos de Cr\xc3\xa9dito,3
2014-11-01,Tarifas,198
2014-11-01,Taxa de Coleta de Lixo,7
2014-11-01,Taxa de Ilumina\xc3\xa7\xc3\xa3o P\xc3\xbablica,1
2014-11-01,Taxa de Licenciamento de Estabelecimento,26
2014-11-01,Taxa de Limpeza P\xc3\xbablica,2
2014-11-01,Taxa de Preven\xc3\xa7\xc3\xa3o e Combate a Inc\xc3\xaandio,1
2014-11-01,Taxas,17
2014-11-01,Telefonia,1330
2014-11-01,Tempo de Servi\xc3\xa7o,3
2014-11-01,Tr\xc3\xa1fico de Drogas e Condutas Afins,997
2014-11-01,Tr\xc3\xa1fico de influ\xc3\xaancia,1
2014-11-01,Transa\xc3\xa7\xc3\xa3o,10
2014-11-01,Transfer\xc3\xaancia,2
2014-11-01,Transporte A\xc3\xa9reo,17
2014-11-01,Transporte de Coisas,20
2014-11-01,Transporte de Pessoas,17
2014-11-01,Transporte Terrestre,1
2014-11-01,Tratamento da Pr\xc3\xb3pria Sa\xc3\xbade,2
2014-11-01,Tratamento M\xc3\xa9dico,1700
2014-11-01,Tratamento Medico,141
2014-11-01,Troca ou Permuta,3
2014-11-01,Turismo,5
2014-11-01,Tutela e Curatela,13
2014-11-01,Ultraje P\xc3\xbablico ao Pudor,2
2014-11-01,Uni\xc3\xa3o Est\xc3\xa1vel ou Concubinato,10
2014-11-01,Uso de documento falso,12
2014-11-01,Usucapi\xc3\xa3o da L 6,2
2014-11-01,Usucapi\xc3\xa3o Especial,3
2014-11-01,Usucapi\xc3\xa3o Especial Coletiva,2
2014-11-01,Usucapi\xc3\xa3o Extraordin\xc3\xa1ria,29
2014-11-01,Usucapi\xc3\xa3o Ordin\xc3\xa1ria,8
2014-11-01,Usucapiao,4
2014-11-01,Usufruto,3
2014-11-01,Viol\xc3\xaancia Dom\xc3\xa9stica contra a Mulher,1
2014-11-01,Viol\xc3\xaancia ou fraude em arremata\xc3\xa7\xc3\xa3o judicial,1
2014-11-01,Viola\xc3\xa7\xc3\xa3o aos Princ\xc3\xadpios Administrativos,2
2014-11-01,Viola\xc3\xa7\xc3\xa3o de direito autoral,41
2014-11-01,Viola\xc3\xa7\xc3\xa3o de domic\xc3\xadlio,6
2014-11-01,Viola\xc3\xa7\xc3\xa3o do sigilo funcional,1
2014-11-01,Volunt\xc3\xa1ria,1
2014-12-01,\xc3\x81gua e,1
2014-12-01,\xc3\x81guas P\xc3\xbablicas,3
2014-12-01,1,1
2014-12-01,Abandono de incapaz,2
2014-12-01,Abandono Intelectual,2
2014-12-01,Abandono Material,13
2014-12-01,Abatimento proporcional do pre\xc3\xa7o,7
2014-12-01,Abono de Perman\xc3\xaancia,11
2014-12-01,Aborto provocado pela gestante ou com o seu consentimento,1
2014-12-01,Abuso Sexual,2
2014-12-01,Acidente de Tr\xc3\xa2nsito,140
2014-12-01,Acidente de Trabalho,6
2014-12-01,Acidente De Trabalho,21
2014-12-01,Acumula\xc3\xa7\xc3\xa3o de Cargos,1
2014-12-01,Adicional de Horas Extras,13
2014-12-01,Adicional de Insalubridade,47
2014-12-01,Adicional de Periculosidade,7
2014-12-01,Adicional de Servi\xc3\xa7o Noturno,104
2014-12-01,Adicional por Tempo de Servi\xc3\xa7o,4
2014-12-01,Adimplemento e Extin\xc3\xa7\xc3\xa3o,2
2014-12-01,Adjudica\xc3\xa7\xc3\xa3o Compuls\xc3\xb3ria,14
2014-12-01,Administra\xc3\xa7\xc3\xa3o,1
2014-12-01,Administra\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,1
2014-12-01,Administra\xc3\xa7\xc3\xa3o judicial,2
2014-12-01,Admiss\xc3\xa3o,1
2014-12-01,Ado\xc3\xa7\xc3\xa3o de Crian\xc3\xa7a,4
2014-12-01,Ado\xc3\xa7\xc3\xa3o de Maior,1
2014-12-01,Ado\xc3\xa7\xc3\xa3o Nacional,1
2014-12-01,Adultera\xc3\xa7\xc3\xa3o de Sinal Identificador de Ve\xc3\xadculo Automotor,15
2014-12-01,Advert\xc3\xaancia,1
2014-12-01,Agentes Pol\xc3\xadticos,1
2014-12-01,Agrot\xc3\xb3xicos,1
2014-12-01,Aliena\xc3\xa7\xc3\xa3o Fiduci\xc3\xa1ria,1511
2014-12-01,Aliena\xc3\xa7\xc3\xa3o Judicial,1
2014-12-01,Alimentos,231
2014-12-01,Altera\xc3\xa7\xc3\xa3o de capital,1
2014-12-01,Altera\xc3\xa7\xc3\xa3o de Coisa Comum,2
2014-12-01,Amamenta\xc3\xa7\xc3\xa3o,1
2014-12-01,Amea\xc3\xa7a,93
2014-12-01,Anula\xc3\xa7\xc3\xa3o,7
2014-12-01,Anula\xc3\xa7\xc3\xa3o de D\xc3\xa9bito Fiscal,6
2014-12-01,Anula\xc3\xa7\xc3\xa3o e Corre\xc3\xa7\xc3\xa3o de Provas,12
2014-12-01,Aposentadoria,36
2014-12-01,Aposentadoria por Invalidez,6
2014-12-01,Aposentadoria por Invalidez Acident\xc3\xa1ria,6
2014-12-01,Apropria\xc3\xa7\xc3\xa3o ind\xc3\xa9bita,43
2014-12-01,Apura\xc3\xa7\xc3\xa3o de haveres,5
2014-12-01,Aquisi\xc3\xa7\xc3\xa3o,22
2014-12-01,Arrendamento Mercantil,74
2014-12-01,Arrendamento Rural,36
2014-12-01,Assembl\xc3\xa9ia,4
2014-12-01,Assinatura B\xc3\xa1sica Mensal,3
2014-12-01,Assist\xc3\xaancia \xc3\xa0 Sa\xc3\xbade,1
2014-12-01,Associa\xc3\xa7\xc3\xa3o,5
2014-12-01,Associa\xc3\xa7\xc3\xa3o para a Produ\xc3\xa7\xc3\xa3o e Tr\xc3\xa1fico e Condutas Afins,13
2014-12-01,Atentado Violento ao Pudor,64
2014-12-01,Ato,7
2014-12-01,Ato Infracional,101
2014-12-01,Ato Lesivo ao Patrim\xc3\xb4nio Art\xc3\xadstico,1
2014-12-01,Atos Administrativos,83
2014-12-01,Atos Unilaterais,21
2014-12-01,Atraso de v\xc3\xb4o,2
2014-12-01,Autofal\xc3\xaancia,4
2014-12-01,Aux\xc3\xadlio,884
2014-12-01,Averba\xc3\xa7\xc3\xa3o,1
2014-12-01,Banc\xc3\xa1rios,206
2014-12-01,Bem de Fam\xc3\xadlia,7
2014-12-01,Benef\xc3\xadcios em Esp\xc3\xa9cie,27
2014-12-01,Busca e Apreens\xc3\xa3o de Menores,6
2014-12-01,C\xc3\xa1lculo de ICMS por dentro,1
2014-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Banc\xc3\xa1rio,18
2014-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Comercial,1
2014-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Industrial,1
2014-12-01,C\xc3\xa9dula de Cr\xc3\xa9dito Rural,23
2014-12-01,C\xc3\xa9dula de Produto Rural,5
2014-12-01,C\xc3\xa9dula Hipotec\xc3\xa1ria,6
2014-12-01,Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,2895
2014-12-01,Cal\xc3\xbania,7
2014-12-01,Cancelamento de Protesto,3
2014-12-01,Cancelamento de v\xc3\xb4o,5
2014-12-01,Capacidade,94
2014-12-01,Cart\xc3\xa3o de Cr\xc3\xa9dito,324
2014-12-01,Casamento,19
2014-12-01,Cess\xc3\xa3o de Cr\xc3\xa9dito,2
2014-12-01,Cheque,138
2014-12-01,Classifica\xc3\xa7\xc3\xa3o de cr\xc3\xa9ditos,6
2014-12-01,Classifica\xc3\xa7\xc3\xa3o e,28
2014-12-01,CND,2
2014-12-01,CNH,21
2014-12-01,Coa\xc3\xa7\xc3\xa3o no curso do processo,5
2014-12-01,Cofins,2
2014-12-01,Coisas,250
2014-12-01,Comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,45
2014-12-01,Comiss\xc3\xa3o,1
2014-12-01,Comodato,7
2014-12-01,Compra e Venda,203
2014-12-01,Compromisso,4
2014-12-01,Compuls\xc3\xb3ria,3
2014-12-01,Concess\xc3\xa3o,37
2014-12-01,Concurso P\xc3\xbablico,86
2014-12-01,Concuss\xc3\xa3o,2
2014-12-01,Condom\xc3\xadnio,51
2014-12-01,Condom\xc3\xadnio em Edif\xc3\xadcio,30
2014-12-01,Cons\xc3\xb3rcio,37
2014-12-01,Conselhos Regionais e Afins,1
2014-12-01,Constrangimento ilegal,1
2014-12-01,Contra o sentimento religioso e contra o respeito aos mortos,1
2014-12-01,Contrato Tempor\xc3\xa1rio de M\xc3\xa3o de Obra L 8,5
2014-12-01,Contratos Administrativos,46
2014-12-01,Contratos Banc\xc3\xa1rios,1325
2014-12-01,Contratos de Consumo,151
2014-12-01,Contratos de Participacao Financeira,1073
2014-12-01,Contraven\xc3\xa7\xc3\xb5es Penais,61
2014-12-01,Contribui\xc3\xa7\xc3\xa3o Sindical,4
2014-12-01,Contribui\xc3\xa7\xc3\xb5es,9
2014-12-01,Contribui\xc3\xa7\xc3\xb5es Corporativas,1
2014-12-01,Contribui\xc3\xa7\xc3\xb5es de Melhoria,11
2014-12-01,Contribui\xc3\xa7\xc3\xb5es Previdenci\xc3\xa1rias,111
2014-12-01,Contribui\xc3\xa7\xc3\xb5es Sociais,1
2014-12-01,Controle de Constitucionalidade,19
2014-12-01,Corretagem,30
2014-12-01,Corrup\xc3\xa7\xc3\xa3o ativa,3
2014-12-01,Corrup\xc3\xa7\xc3\xa3o passiva,1
2014-12-01,Cr\xc3\xa9dito Rural,1
2014-12-01,Cr\xc3\xa9dito Tribut\xc3\xa1rio,2
2014-12-01,Crime contra o P\xc3\xa1trio,3
2014-12-01,Crimes Contra a Administra\xc3\xa7\xc3\xa3o da Justi\xc3\xa7a,2
2014-12-01,Crimes contra a Fauna,5
2014-12-01,Crimes contra a Flora,9
2014-12-01,Crimes contra a liberdade pessoal,1
2014-12-01,Crimes contra as Rela\xc3\xa7\xc3\xb5es de Consumo,19
2014-12-01,Crimes da Lei de licita\xc3\xa7\xc3\xb5es,6
2014-12-01,Crimes de Lavagem ou Oculta\xc3\xa7\xc3\xa3o de Bens,1
2014-12-01,Crimes de Responsabilidade,4
2014-12-01,Crimes de Tortura,3
2014-12-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e uso indevido de drogas,23
2014-12-01,Crimes de Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,1
2014-12-01,Crimes de Tr\xc3\xa2nsito,169
2014-12-01,Crimes do Sistema Nacional de Armas,319
2014-12-01,Crimes Falimentares,1
2014-12-01,Crimes Previstos no Estatuto da crian\xc3\xa7a e do adolescente,14
2014-12-01,Curadoria dos bens do ausente,1
2014-12-01,Curso de Forma\xc3\xa7\xc3\xa3o,3
2014-12-01,D\xc3\xadvida Ativa n\xc3\xa3o,41
2014-12-01,Da Polui\xc3\xa7\xc3\xa3o,10
2014-12-01,Dano,3
2014-12-01,Dano ao Er\xc3\xa1rio,4
2014-12-01,Dano Qualificado,7
2014-12-01,De Tr\xc3\xa1fico Il\xc3\xadcito e Uso Indevido de Drogas,10
2014-12-01,De Tr\xc3\xa2nsito,1
2014-12-01,Deb\xc3\xaantures,2
2014-12-01,Decorrente de Viol\xc3\xaancia Dom\xc3\xa9stica,126
2014-12-01,Demiss\xc3\xa3o ou Exonera\xc3\xa7\xc3\xa3o,3
2014-12-01,Denuncia\xc3\xa7\xc3\xa3o caluniosa,12
2014-12-01,Dep\xc3\xb3sito,2
2014-12-01,Desacato,12
2014-12-01,Desapropria\xc3\xa7\xc3\xa3o,13
2014-12-01,Desapropria\xc3\xa7\xc3\xa3o Indireta,4
2014-12-01,Desapropria\xc3\xa7\xc3\xa3o por Utilidade P\xc3\xbablica,6
2014-12-01,Desconto em folha de pagamento,2
2014-12-01,Descontos Indevidos,33
2014-12-01,Deserda\xc3\xa7\xc3\xa3o,1
2014-12-01,Desobedi\xc3\xaancia,10
2014-12-01,Desobedi\xc3\xaancia a decis\xc3\xa3o judicial sobre perda ou suspens\xc3\xa3o de direitos,10
2014-12-01,Despejo para Uso de Ascendentes e Descendentes,1
2014-12-01,Despejo para Uso Pr\xc3\xb3prio,4
2014-12-01,Despejo por Den\xc3\xbancia Vazia,18
2014-12-01,Despesas Condominiais,39
2014-12-01,Di\xc3\xa1rias e Outras Indeniza\xc3\xa7\xc3\xb5es,3
2014-12-01,Difama\xc3\xa7\xc3\xa3o,6
2014-12-01,DIREITO ADMINISTRATIVO E OUTRAS MAT\xc3\x89RIAS DE DIREITO P\xc3\x9aBLICO,38
2014-12-01,Direito Autoral,13
2014-12-01,DIREITO CIVIL,7
2014-12-01,DIREITO DA CRIAN\xc3\x87A E DO ADOLESCENTE,115
2014-12-01,Direito de Greve,10
2014-12-01,Direito de Imagem,8
2014-12-01,Direito de Vizinhan\xc3\xa7a,41
2014-12-01,DIREITO DO CONSUMIDOR,172
2014-12-01,DIREITO PENAL,38
2014-12-01,Direitos,1
2014-12-01,Direitos da Personalidade,4
2014-12-01,Dirigente Sindical,3
2014-12-01,Disposi\xc3\xa7\xc3\xa3o de coisa alheia como pr\xc3\xb3pria,1
2014-12-01,Dissolu\xc3\xa7\xc3\xa3o,174
2014-12-01,Divis\xc3\xa3o e Demarca\xc3\xa7\xc3\xa3o,8
2014-12-01,Do Sistema Nacional de Armas,3
2014-12-01,Doa\xc3\xa7\xc3\xa3o,2
2014-12-01,Duplicata,84
2014-12-01,Edital,1
2014-12-01,Empr\xc3\xa9stimo consignado,71
2014-12-01,Empregado P\xc3\xbablico,33
2014-12-01,Empreitada,6
2014-12-01,Energia El\xc3\xa9trica,1
2014-12-01,Enquadramento,1
2014-12-01,Ensino Fundamental e M\xc3\xa9dio,154
2014-12-01,Ensino Superior,83
2014-12-01,Erro M\xc3\xa9dico,28
2014-12-01,Esbulho,51
2014-12-01,Esp\xc3\xa9cies de Contratos,213
2014-12-01,Esp\xc3\xa9cies de T\xc3\xadtulos de Cr\xc3\xa9dito,100
2014-12-01,Estabelecimentos de Ensino,20
2014-12-01,Estaduais,3
2014-12-01,Estelionato,62
2014-12-01,Estupro,105
2014-12-01,ESTUPRO DE VULNERAVEL,120
2014-12-01,Exame de Sa\xc3\xbade e,5
2014-12-01,Exame Psicot\xc3\xa9cnico,4
2014-12-01,Execu\xc3\xa7\xc3\xa3o Contratual,4
2014-12-01,Exibicao de Documentos,45
2014-12-01,Exonera\xc3\xa7\xc3\xa3o,32
2014-12-01,Expurgos Inflacion\xc3\xa1rios,156
2014-12-01,Extors\xc3\xa3o,13
2014-12-01,Extors\xc3\xa3o mediante seq\xc3\xbcestro,5
2014-12-01,Extravio de bagagem,4
2014-12-01,F\xc3\xa9rias,45
2014-12-01,Fabrica\xc3\xa7\xc3\xa3o de Objeto Destinado a Produ\xc3\xa7\xc3\xa3o de Drogas e Condutas Afins,2
2014-12-01,Falsa identidade,1
2014-12-01,Falsidade de atestado m\xc3\xa9dico,1
2014-12-01,Falsidade ideol\xc3\xb3gica,5
2014-12-01,Falsifica\xc3\xa7\xc3\xa3o,1
2014-12-01,Falsifica\xc3\xa7\xc3\xa3o de documento p\xc3\xbablico,8
2014-12-01,Falsifica\xc3\xa7\xc3\xa3o do selo ou sinal p\xc3\xbablico,3
2014-12-01,Falso testemunho ou falsa per\xc3\xadcia,5
2014-12-01,Fam\xc3\xadlia,30
2014-12-01,Fato At\xc3\xadpico,1
2014-12-01,Fauna,1
2014-12-01,Favorecimento da Prostitui\xc3\xa7\xc3\xa3o,1
2014-12-01,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2
2014-12-01,Favorecimento real,1
2014-12-01,Fian\xc3\xa7a,2
2014-12-01,Financiamento de Produto,2
2014-12-01,Fiscaliza\xc3\xa7\xc3\xa3o,10
2014-12-01,Fixa\xc3\xa7\xc3\xa3o,16
2014-12-01,Flora,1
2014-12-01,Fornecimento de \xc3\x81gua,70
2014-12-01,Fornecimento de Energia El\xc3\xa9trica,293
2014-12-01,Fraude no Pagamento por Meio de Cheque,3
2014-12-01,Funcionamento de Estabelecimentos Empresariais,2
2014-12-01,Funda\xc3\xa7\xc3\xa3o de Direito Privado,3
2014-12-01,Furto,257
2014-12-01,Furto de Ve\xc3\xadculo Automotor a ser Transportado para outro Estado ou Exterior,2
2014-12-01,Furto Privilegiado,15
2014-12-01,Furto Qualificado,433
2014-12-01,Garantias Constitucionais,11
2014-12-01,Gest\xc3\xa3o de Neg\xc3\xb3cios,6
2014-12-01,Gestante,2
2014-12-01,Gratifica\xc3\xa7\xc3\xa3o Natalina,13
2014-12-01,Gratifica\xc3\xa7\xc3\xb5es da Lei 8,1
2014-12-01,Gratifica\xc3\xa7\xc3\xb5es de Atividade,10
2014-12-01,Gratifica\xc3\xa7\xc3\xb5es e Adicionais,26
2014-12-01,Gratifica\xc3\xa7\xc3\xb5es Municipais Espec\xc3\xadficas,2
2014-12-01,Grav\xc3\xadssima,6
2014-12-01,Grave,24
2014-12-01,Guarda,86
2014-12-01,Habilita\xc3\xa7\xc3\xa3o,3
2014-12-01,Hipoteca,1
2014-12-01,Homic\xc3\xaddio Privilegiado,5
2014-12-01,Homic\xc3\xaddio Qualificado,427
2014-12-01,Homic\xc3\xaddio Simples,110
2014-12-01,Honorarios Profissionais,132
2014-12-01,ICMS,448
2014-12-01,Imiss\xc3\xa3o,22
2014-12-01,Impostos,147
2014-12-01,Improbidade Administrativa,52
2014-12-01,Inadimplemento,106
2014-12-01,Inc\xc3\xaandio,5
2014-12-01,Incapacidade Laborativa Parcial,1
2014-12-01,Inclus\xc3\xa3o de Dependente,1
2014-12-01,Inclus\xc3\xa3o Indevida em Cadastro de Inadimplentes,325
2014-12-01,Inconstitucionalidade Material,7
2014-12-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Material,187
2014-12-01,Indeniza\xc3\xa7\xc3\xa3o por Dano Moral,1612
2014-12-01,Indeniza\xc3\xa7ao por Dano Moral,1
2014-12-01,Induzimento,1
2014-12-01,Infra\xc3\xa7\xc3\xa3o Administrativa,13
2014-12-01,Infra\xc3\xa7\xc3\xa3o de Medida Sanit\xc3\xa1ria Preventiva,1
2014-12-01,Ingresso e Exclus\xc3\xa3o dos S\xc3\xb3cios na Sociedade,6
2014-12-01,Inj\xc3\xbaria,4
2014-12-01,Inscri\xc3\xa7\xc3\xa3o,2
2014-12-01,Institui\xc3\xa7\xc3\xa3o de Bem de Fam\xc3\xadlia,1
2014-12-01,Integralidade,174
2014-12-01,Interdi\xc3\xa7\xc3\xa3o,1
2014-12-01,Interpreta\xc3\xa7\xc3\xa3o,24
2014-12-01,Interven\xc3\xa7\xc3\xa3o do Estado na Propriedade,5
2014-12-01,Interven\xc3\xa7\xc3\xa3o em Estado,1
2014-12-01,Invent\xc3\xa1rio e Partilha,129
2014-12-01,Investiga\xc3\xa7\xc3\xa3o de Maternidade,1
2014-12-01,Investiga\xc3\xa7\xc3\xa3o de Paternidade,39
2014-12-01,IPTU,627
2014-12-01,IPVA,46
2014-12-01,IRPF,39
2014-12-01,Irredutibilidade de Vencimentos,1
2014-12-01,Isonomia,19
2014-12-01,ISS,112
2014-12-01,ITBI,10
2014-12-01,ITCD,7
2014-12-01,Jornada de Trabalho,16
2014-12-01,Juros de Mora,4
2014-12-01,Latroc\xc3\xadnio,148
2014-12-01,Leve,27
2014-12-01,Libera\xc3\xa7\xc3\xa3o de Ve\xc3\xadculo Apreendido,18
2014-12-01,Licen\xc3\xa7a,22
2014-12-01,Licen\xc3\xa7a Capacita\xc3\xa7\xc3\xa3o,1
2014-12-01,Licen\xc3\xa7a Pr\xc3\xaamio,71
2014-12-01,Licen\xc3\xa7as,24
2014-12-01,Licenciamento,1
2014-12-01,Licenciamento de Ve\xc3\xadculo,17
2014-12-01,Licita\xc3\xa7\xc3\xb5es,28
2014-12-01,Limite de Idade,2
2014-12-01,Liquida\xc3\xa7\xc3\xa3o,1
2014-12-01,Loca\xc3\xa7\xc3\xa3o de Im\xc3\xb3vel,343
2014-12-01,Loca\xc3\xa7\xc3\xa3o de M\xc3\xb3vel,9
2014-12-01,M\xc3\xbatuo,140
2014-12-01,Magist\xc3\xa9rio p\xc3\xbablico da educa\xc3\xa7\xc3\xa3o b\xc3\xa1sica,30
2014-12-01,Magistratura,1
2014-12-01,Mandato,52
2014-12-01,Marca,4
2014-12-01,Maus Tratos,4
2014-12-01,Medidas S\xc3\xb3cioeducativas,2
2014-12-01,Meio Ambiente,35
2014-12-01,Mercado de Capitais,1
2014-12-01,Militar,25
2014-12-01,Moeda Falsa,7
2014-12-01,Multas e demais San\xc3\xa7\xc3\xb5es,86
2014-12-01,Munic\xc3\xadpio,2
2014-12-01,Municipais,20
2014-12-01,Nomea\xc3\xa7\xc3\xa3o,34
2014-12-01,Nota de Cr\xc3\xa9dito Comercial,3
2014-12-01,Nota Promiss\xc3\xb3ria,56
2014-12-01,Nulidade,3
2014-12-01,Nulidade e Anula\xc3\xa7\xc3\xa3o de Partilha e Adjudica\xc3\xa7\xc3\xa3o de Heran\xc3\xa7a,2
2014-12-01,Nulidade e Anula\xc3\xa7\xc3\xa3o de Testamento,4
2014-12-01,NULL,399
2014-12-01,Obriga\xc3\xa7\xc3\xb5es,261
2014-12-01,Ordena\xc3\xa7\xc3\xa3o da Cidade,5
2014-12-01,Outras fraudes,1
2014-12-01,Pagamento,59
2014-12-01,Pagamento Atrasado,1
2014-12-01,Pagamento em Consigna\xc3\xa7\xc3\xa3o,5
2014-12-01,Pagamento Indevido,3
2014-12-01,Parceria Agr\xc3\xadcola e,8
2014-12-01,Patente,1
2014-12-01,Patrim\xc3\xb4nio Hist\xc3\xb3rico,1
2014-12-01,Peculato,9
2014-12-01,Pens\xc3\xa3o,79
2014-12-01,Pens\xc3\xa3o por Morte,42
2014-12-01,Perdas e Danos,5
2014-12-01,Periclita\xc3\xa7\xc3\xa3o da Vida e da Sa\xc3\xbade e Rixa,1
2014-12-01,Pessoas Jur\xc3\xaddicas,6
2014-12-01,Pessoas naturais,1
2014-12-01,Piso Salarial,162
2014-12-01,Planos de Sa\xc3\xbade,467
2014-12-01,Posse,188
2014-12-01,Posse de Drogas para Consumo Pessoal,38
2014-12-01,Posse e Exerc\xc3\xadcio,4
2014-12-01,Prefer\xc3\xaancias e Privil\xc3\xa9gios Credit\xc3\xb3rios,1
2014-12-01,Presta\xc3\xa7\xc3\xa3o de Servi\xc3\xa7os,175
2014-12-01,Prevarica\xc3\xa7\xc3\xa3o,1
2014-12-01,Previd\xc3\xaancia privada,571
2014-12-01,Processo Administrativo Disciplinar ou Sindic\xc3\xa2ncia,9
2014-12-01,Processo Legislativo,1
2014-12-01,Promessa de Compra e Venda,332
2014-12-01,Promo\xc3\xa7\xc3\xa3o,188
2014-12-01,Propriedade,27
2014-12-01,Propriedade Intelectual,39
2014-12-01,Protesto Indevido de T\xc3\xadtulo,8
2014-12-01,Prova de T\xc3\xadtulos,1
2014-12-01,Quadrilha ou Bando,2
2014-12-01,Readapta\xc3\xa7\xc3\xa3o,1
2014-12-01,Reajuste de Remunera\xc3\xa7\xc3\xa3o,15
2014-12-01,Reajustes de Remunera\xc3\xa7\xc3\xa3o,2277
2014-12-01,Recepta\xc3\xa7\xc3\xa3o,110
2014-12-01,Recepta\xc3\xa7\xc3\xa3o Qualificada,18
2014-12-01,Recondu\xc3\xa7\xc3\xa3o,1
2014-12-01,Reconhecimento,121
2014-12-01,Recupera\xc3\xa7\xc3\xa3o judicial e Fal\xc3\xaancia,51
2014-12-01,Recusa,1
2014-12-01,Redu\xc3\xa7\xc3\xa3o da Capacidade Auditiva,7
2014-12-01,Regime de Bens Entre os C\xc3\xb4njuges,1
2014-12-01,Regime Estatut\xc3\xa1rio,1
2014-12-01,Regime Previdenci\xc3\xa1rio,3
2014-12-01,Registro Civil das Pessoas Naturais,7
2014-12-01,Registro das Pessoas Juridicas d de Titulos E,1
2014-12-01,Registro de Im\xc3\xb3veis,7
2014-12-01,Registro em Cadastro,67
2014-12-01,Registro em Cadastro de An\xc3\xa1lise de Cr\xc3\xa9dito,46
2014-12-01,Registro em Cadastro de Inadimplentes,305
2014-12-01,Registro para comercializa\xc3\xa7\xc3\xa3o de dados cadastrais de consumidores,34
2014-12-01,REGISTROS P\xc3\x9aBLICOS,3
2014-12-01,Regulamenta\xc3\xa7\xc3\xa3o de Visitas,20
2014-12-01,Reintegra\xc3\xa7\xc3\xa3o,9
2014-12-01,Reivindica\xc3\xa7\xc3\xa3o,6
2014-12-01,Remo\xc3\xa7\xc3\xa3o,3
2014-12-01,Remunera\xc3\xa7\xc3\xa3o,1
2014-12-01,Repeti\xc3\xa7\xc3\xa3o de ind\xc3\xa9bito,2
2014-12-01,Representa\xc3\xa7\xc3\xa3o comercial,30
2014-12-01,Rescis\xc3\xa3o,6
2014-12-01,Rescis\xc3\xa3o do contrato e devolu\xc3\xa7\xc3\xa3o do dinheiro,56
2014-12-01,Reserva de Dominio,14
2014-12-01,Reserva de Vagas para Deficientes,2
2014-12-01,Resgate de Contribui\xc3\xa7\xc3\xa3o,3
2014-12-01,Resist\xc3\xaancia,6
2014-12-01,Responsabilidade Civil,1458
2014-12-01,Responsabilidade Civil do Empregador,1
2014-12-01,Responsabilidade da Administra\xc3\xa7\xc3\xa3o,114
2014-12-01,Responsabilidade do Fornecedor,26
2014-12-01,Responsabilidade dos s\xc3\xb3cios,2
2014-12-01,Restabelecimento,12
2014-12-01,Retifica\xc3\xa7\xc3\xa3o de Nome,4
2014-12-01,Revis\xc3\xa3o,63
2014-12-01,Revis\xc3\xa3o do Saldo Devedor,1
2014-12-01,Revoga\xc3\xa7\xc3\xa3o,1
2014-12-01,Roubo,248
2014-12-01,Roubo Majorado,1111
2014-12-01,Sa\xc3\xbade,35
2014-12-01,SATISFACAO DE LASCIVIA MEDIANTE PRESENCA DE CRIANCA OU ADOLESCENTE,2
2014-12-01,Se\xc3\xa7\xc3\xa3o C\xc3\xadvel,1
2014-12-01,Seguida de Morte,1
2014-12-01,Seguro,877
2014-12-01,Seq\xc3\xbcestro e c\xc3\xa1rcere privado,5
2014-12-01,Servi\xc3\xa7os,26
2014-12-01,Servi\xc3\xa7os Hospitalares,9
2014-12-01,Servi\xc3\xa7os Profissionais,16
2014-12-01,Servid\xc3\xa3o,2
2014-12-01,Servid\xc3\xa3o Administrativa,3
2014-12-01,Servidao de Eletroduto,15
2014-12-01,Servidor P\xc3\xbablico Civil,186
2014-12-01,Servidores Ativos,6
2014-12-01,Servidores Inativos,43
2014-12-01,Sistema Financeiro da Habita\xc3\xa7\xc3\xa3o,24
2014-12-01,Sistema Nacional de Tr\xc3\xa2nsito,500
2014-12-01,Sistema Remunerat\xc3\xb3rio e Benef\xc3\xadcios,389
2014-12-01,Sociedade,41
2014-12-01,Sonega\xc3\xa7\xc3\xa3o de papel ou objeto de valor probat\xc3\xb3rio,1
2014-12-01,Substitui\xc3\xa7\xc3\xa3o do Produto,15
2014-12-01,Sucess\xc3\xb5es,38
2014-12-01,Suspens\xc3\xa3o da Exigibilidade,1
