weekDay,assunto_cnj,count
Tue,Fatos Jurídicos,15
Tue,Favorecimento da Prostituição,2
Tue,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,11
Tue,Favorecimento real,1
Tue,Férias,198
Tue,FGTS/Fundo de Garantia Por Tempo de Serviço,2
Tue,Fiança,23
Tue,Financiamento de Produto,188
Tue,Fiscalização,40
Tue,Fixação,149
Tue,Flora,1
Tue,Flora :: Competência de Fazenda Pública - Meio Ambiente,1
Tue,Fornecimento de Água,1330
Tue,Fornecimento de Energia Elétrica,2865
Tue,Fornecimento de Gás,3
Tue,Fornecimento de insumos,2
Tue,Fornecimento de medicamentos,71
Tue,Fornecimento de Medicamentos,1191
Tue,Franquia,26
Tue,Fraude de lei sobre estrangeiros,1
Tue,Fraude processual,1
Tue,Fuga de pessoa presa ou submetida a medida de segurança,2
Tue,Funcionamento de Estabelecimentos Empresariais,13
Tue,Fundação de Direito Privado,4
Tue,Furto,373
Tue,Furto (art. 155),36
Tue,Furto de coisa comum,1
Tue,Furto Privilegiado,16
Tue,Furto Qualificado,784
Tue,"Furto Qualificado (Art. 155, § 4o.)",22
Tue,Garantias Constitucionais,131
Tue,Gestante / Adotante / Paternidade,21
Tue,Gestão de Negócios,15
Tue,Governador,1
Tue,Gratificação de Desempenho de Atividade Técnico-administrativa - GDATA,1
Tue,Gratificação de Incentivo,125
Tue,Gratificação Incorporada / Quintos e Décimos / VPNI,12
Tue,Gratificação Natalina/13º salário,276
Tue,Gratificação Natalina/13º Salário,11
Tue,Gratificações de Atividade,134
Tue,Gratificações e Adicionais,615
Tue,Gratificações Municipais Específicas,229
Tue,Grave,65
Tue,Gravíssima,22
Tue,Guarda,478
Tue,Guarda com genitor ou responsável no exterior,1
Tue,Habilitação / Registro Cadastral / Julgamento / Homologação,21
Tue,Habitação,2
Tue,Hipoteca,31
Tue,Homicídio Privilegiado,36
Tue,Homicídio Qualificado,2425
Tue,Homicídio Simples,619
Tue,Honorarios Profissionais,512
Tue,Hora Extra,1
Tue,ICMS / Incidência Sobre o Ativo Fixo,37
Tue,ICMS/ Imposto sobre Circulação de Mercadorias,2736
Tue,ICMS/Importação,25
Tue,II/ Imposto sobre Importação,1
Tue,Imissão,202
Tue,Impostos,1737
Tue,Improbidade Administrativa,191
Tue,Imputação do Pagamento,4
Tue,Inadimplemento,2140
Tue,Incapacidade Laborativa Parcial,5
Tue,Incapacidade Laborativa Permanente,5
Tue,Incapacidade Laborativa Temporária,1
Tue,Incêndio,7
Tue,Incentivos fiscais,2
Tue,Incitação ao Crime,1
Tue,Inclusão de Dependente,9
Tue,Inclusão Indevida em Cadastro de Inadimplentes,5984
Tue,Inconstitucionalidade Material,49
Tue,Incorporação Imobiliária,3
Tue,Indenização / Terço Constitucional,116
Tue,Indenização por Dano Ambiental,11
Tue,Indenização por Dano Material,6340
Tue,Indenizaçao por Dano Moral,8
Tue,Indenização por Dano Moral,21487
Tue,Indenizações Regulares,23
Tue,Índice da Alíquota,2
Tue,Índice da URV Lei 8.880/1994,7
Tue,"Induzimento, Instigação ou Auxílio a Suicídio",2
Tue,Infanticídio,1
Tue,Infração Administrativa,144
Tue,Ingresso e Concurso,78
Tue,Ingresso e Exclusão dos Sócios na Sociedade,4
Tue,Injúria,19
Tue,Inquérito / Processo / Recurso Administrativo,11
Tue,Inscrição / Documentação,12
Tue,Inserção de dados falsos em sistema de informações,1
Tue,Inspeção Sanitária de Origem Animal,13
Tue,Integralidade,14320
Tue,Interdição,8
Tue,Interesse Particular,9
Tue,Internação com atividades externas,3
Tue,Internação compulsória,1
Tue,Internação sem atividades externas,6
Tue,Internação/Transferência Hospitalar,3
Tue,Interpretação / Revisão de Contrato,848
Tue,Intervenção do Estado na Propriedade,16
Tue,Invalidez Permanente,27
Tue,Inventário e Partilha,1035
Tue,Investigação de Maternidade,2
Tue,Investigação de Paternidade,221
Tue,IPI/ Imposto sobre Produtos Industrializados,3
Tue,IPTU/ Imposto Predial e Territorial Urbano,5813
Tue,IPVA - Imposto Sobre Propriedade de Veículos Automotores,322
Tue,IRPF/Imposto de Renda de Pessoa Física,250
Tue,IRPJ/Imposto de Renda de Pessoa Jurídica,2
Tue,Irredutibilidade de Vencimentos,120
Tue,Isonomia,11
Tue,Isonomia/Equivalência Salarial,27
Tue,ISS/ Imposto sobre Serviços,1101
Tue,ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis,93
Tue,ITCD - Imposto de Transmissão Causa Mortis,57
Tue,Jogos de Bingo e/ou Caça-níqueis,4
Tue,Jornada de Trabalho,362
Tue,Juros de Mora - Legais / Contratuais,8
Tue,Juros/Correção Monetária,1
Tue,Lançamento,6
Tue,Latrocínio,257
Tue,Lesões Corporais,25
Tue,Letra de Câmbio,6
Tue,Leve,80
Tue,Liberação de Veículo Apreendido,128
Tue,Licença Capacitação (Aperfeiçoamento Profissional),2
Tue,Licença Prêmio,475
Tue,Licença-Prêmio,74
Tue,Licenças,83
Tue,Licenças / Afastamentos,37
Tue,Licenciamento / Exclusão,3
Tue,Licenciamento de Veículo,91
Tue,Licitações,237
Tue,Limite de Idade,5
Tue,Liquidação,4
Tue,Liquidação / Cumprimento / Execução :: Competência de Cível - Meio Ambiente,11
Tue,Liquidação / Cumprimento / Execução :: Competência de Precatória Cível,2346
Tue,Liquidação / Cumprimento / Execução :: Competência de Precatória Registros Públicos,4
Tue,Locação / Permissão / Concessão / Autorização / Cessão de Uso,2
Tue,Locação de Imóvel,1444
Tue,Locação de Móvel,68
Tue,Lotação,2
Tue,Magistério público da educação básica - hora-atividade (Lei 11.738/08),398
Tue,Mandato,522
Tue,Marca,51
Tue,Maus Tratos,32
Tue,Maus Tratos :: Competência de Cautelares - JIJ,1
Tue,Maus Tratos :: Competência de Habilitações - JIJ,1
Tue,Medicamento / Tratamento / Cirurgia de Eficácia não comprovada,2
Tue,Medidas Sócioeducativas,19
Tue,Meio Ambiente,188
Tue,Militar,458
Tue,Ministério Público,4
Tue,Moeda Falsa / Assimilados,7
Tue,Multa,19
Tue,Multas e demais Sanções,2775
Tue,Municipais,223
Tue,Mútuo,1067
Tue,Nomeação,120
Tue,Nota de Crédito Comercial,30
Tue,Nota de Crédito Industrial,1
Tue,Nota de Crédito Rural,12
Tue,Nota Promissória,780
Tue,Nulidade / Anulação,5
Tue,Nulidade e Anulação de Partilha e Adjudicação de Herança,12
Tue,Nulidade e Anulação de Testamento,15
Tue,Obrigações,2736
Tue,Oferecimento de Drogas para Consumo Conjunto,1
Tue,Oferta,19
Tue,Ordem Urbanística,1
Tue,Ordenação da Cidade / Plano Diretor,30
Tue,Organização Político-administrativa / Administração Pública,3
Tue,Organizações Religiosas,2
Tue,Outras fraudes,1
Tue,Overbooking,15
Tue,Pagamento,448
Tue,Pagamento Atrasado / Correção Monetária,7
Tue,Pagamento com Sub-rogação,4
Tue,Pagamento em Consignação,6
Tue,Pagamento Indevido,177
Tue,Parcelamento,12
Tue,Parcelamento de Vencimentos,430
Tue,Parcelamento do solo urbano,2
Tue,Parceria Agrícola e/ou pecuária,92
Tue,Parlamentares,3
Tue,Partido Político,1
Tue,Patente,5
Tue,Patrimônio Cultural,1
Tue,Patrimônio Histórico / Tombamento,1
Tue,Patrocínio infiel,1
Tue,Peculato,17
Tue,Penalidades,5
Tue,Penhor,15
Tue,Pensão,874
Tue,Pensão por Morte (Art. 74/9),186
Tue,Perdas e Danos,27
Tue,Periclitação da Vida e da Saúde e Rixa,1
Tue,Pessoas Jurídicas,27
Tue,Pessoas naturais,212
Tue,Petição de Herança,6
Tue,PIS,53
Tue,Piso Salarial,2087
Tue,Plano de Classificação de Cargos,27
Tue,Planos de saúde,5
Tue,Planos de Saúde,2758
Tue,Pobreza,1
Tue,Poluição,5
Tue,Por Remição,1
Tue,Posse,1477
Tue,Posse :: Competência de Fazenda Pública,3
Tue,Posse de Drogas para Consumo Pessoal,159
Tue,Posse e Exercício,22
Tue,Posse Sexual Mediante Fraude,2
Tue,Prazo de Validade,10
Tue,Prefeito,2
Tue,Preferências e Privilégios Creditórios,3
Tue,Prescrição,2
Tue,Prestação de Contas,4
Tue,Prestação de Serviços,1955
Tue,Prestação de serviços à comunidade,3
Tue,Prevaricação,1
Tue,Previdência privada,1961
Tue,Previstos na Legislação Extravagante,1
Tue,Processo Administrativo Disciplinar / Sindicância,5
Tue,Processo Administrativo Disciplinar ou Sindicância,30
Tue,Processo e Procedimento,1
Tue,Processo Legislativo,2
Tue,Produto Impróprio,1
Tue,Programa de Computador,3
Tue,Promessa de Compra e Venda,3551
Tue,Promessa de Recompensa,13
Tue,Promoção,1253
Tue,Promoção / Ascensão,753
Tue,"Promoção, constituição, financiamento ou integração de Organização Criminosa",2
Tue,Propriedade,434
Tue,Propriedade Fiduciária,19
Tue,Propriedade Intelectual / Industrial,164
Tue,Protesto Indevido de Título,326
Tue,Prova de Títulos,3
Tue,Pulsos Excedentes,4
Tue,Quadrilha ou Bando,40
Tue,Readaptação,3
Tue,Reajuste de Prestações,2
Tue,"Reajuste de Remuneração, Soldo, Proventos ou Pensão",855
Tue,"Reajustes de Remuneração, Proventos ou Pensão",97536
Tue,Receptação,265
Tue,Receptação Qualificada,49
Tue,Recondução,8
Tue,Reconhecimento / Dissolução,833
Tue,Recuperação judicial e Falência,542
Tue,Recursos Administrativos,3
Tue,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",10
Tue,Redistribuição,1
Tue,Redução da Capacidade Auditiva,9
Tue,Reforma,5
Tue,Regime,2
Tue,Regime de Bens Entre os Cônjuges,20
Tue,Regime Estatutário,28
Tue,Regime Previdenciário,88
Tue,Registro Civil das Pessoas Naturais,27
Tue,Registro das Pessoas Juridicas d de Titulos E,5
Tue,Registro de Imóveis,79
Tue,Registro de nascimento após prazo legal,3
Tue,Registro de Nascimento de Filho de Brasileiro Nascido no Exterior,1
Tue,Registro de Óbito após prazo legal,2
Tue,Registro em Cadastro,163
Tue,Registro em Cadastro de Análise de Crédito,87
Tue,Registro em Cadastro de Inadimplentes,1403
Tue,Registro para comercialização de dados cadastrais de consumidores,63
Tue,REGISTROS PÚBLICOS,7
Tue,Regulamentação de Visitas,148
Tue,Reintegração,93
Tue,Reivindicação,160
Tue,Relações de Parentesco,30
Tue,Remoção,23
Tue,Remuneração,3
Tue,Repasse de Verbas Públicas,18
Tue,Repetição de indébito,294
Tue,Representação comercial,143
Tue,Rescisão,2
Tue,Rescisão / Resolução,59
Tue,Rescisão do contrato e devolução do dinheiro,1968
Tue,Reserva de Dominio,96
Tue,Reserva de Vagas para Deficientes,7
Tue,Reserva Remunerada,9
Tue,Resgate de Contribuição,16
Tue,Resistência,8
Tue,Resistência (art. 329),3
Tue,Responsabilidade Civil,12913
Tue,Responsabilidade Civil do Empregador,13
Tue,Responsabilidade Contratual,3
Tue,Responsabilidade da Administração,2119
Tue,Responsabilidade do Fornecedor,410
Tue,Responsabilidade dos sócios,5
Tue,Restabelecimento,77
Tue,Retificação de Área de Imóvel,2
Tue,Retificação de Data de Nascimento,7
Tue,Retificação de Nome,28
Tue,Retificação de Sexo,3
Tue,Reversão,158
Tue,Revisão,468
Tue,Revisão do Saldo Devedor,3
Tue,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",33
Tue,Revogação de atos praticados em prejuízo de credores e da massa,1
Tue,Revogação/Anulação de multa ambiental,4
Tue,Revogação/Concessão de Licença Ambiental,8
Tue,Rixa,1
Tue,Roubo,472
Tue,Roubo (art. 157),222
Tue,Roubo Majorado,2020
Tue,Rural - Agrícola/Pecuário,3
Tue,Salário-Família,194
Tue,Sanções Administrativas,2
Tue,Saneamento,2
Tue,SATISFACAO DE LASCIVIA MEDIANTE PRESENCA DE CRIANCA OU ADOLESCENTE,4
Tue,Saúde,572
Tue,Seção Cível,25
Tue,Seguida de Morte,9
Tue,Seguro,6428
Tue,Semiliberdade,1
Tue,Seqüestro e cárcere privado,22
Tue,Seqüestro e cárcere privado (art. 148),1
Tue,Serviço Militar,2
Tue,Serviços,191
Tue,Serviços Hospitalares,111
Tue,Serviços Profissionais,383
Tue,Servidão,48
Tue,Servidão Administrativa,6
Tue,Servidao de Eletroduto,37
Tue,Servidor Público Civil,3392
Tue,Servidores Ativos,703
Tue,Servidores Inativos,2274
Tue,Sistema Financeiro da Habitação,311
Tue,Sistema Nacional de Trânsito,1295
Tue,Sistema Remuneratório e Benefícios,9356
Tue,Sociedade,199
Tue,Sonegação de papel ou objeto de valor probatório,4
Tue,Sonegação do Estado de Filiação,1
Tue,Sub-rogação de Vinculo,1
Tue,Subsídios,10
Tue,Substituição do Produto,366
Tue,Subtração de Incapazes,1
Tue,Sucessão Provisória,3
Tue,Sucessões,307
Tue,Supressão de documento,1
Tue,Suspensão,5
Tue,Suspensão da Exigibilidade,31
Tue,Sustação de Protesto,327
Tue,Sustação/Alteração de Leilão,4
Tue,Tabelionato de Protestos de Títulos,2
Tue,Tarifas,748
Tue,Taxa de Coleta de Lixo,125
Tue,Taxa de Fiscalização Ambiental,2
Tue,Taxa de Iluminação Pública,2
Tue,Taxa de Licenciamento de Estabelecimento,173
Tue,Taxa de Limpeza Pública,27
Tue,Taxa de Ocupação / Laudêmio / Foro,6
Tue,Taxa de Prevenção e Combate a Incêndio,8
Tue,Taxa Judiciária,2
Tue,Taxas,202
Tue,Telefonia,8474
Tue,Tempo de Serviço,85
Tue,Teto Salarial,26
Tue,Títulos da Dívida Pública,3
Tue,Títulos de Crédito,41
Tue,Tráfico de Drogas e Condutas Afins,3888
Tue,Tráfico de influência,2
Tue,Transação,112
Tue,Transferência,16
Tue,Transferência de cotas,5
Tue,Transferência para reserva,3
Tue,Transporte Aéreo,245
Tue,Transporte de Coisas,189
Tue,Transporte de Pessoas,166
Tue,Transporte Terrestre,75
Tue,Tratamento da Própria Saúde,26
Tue,Tratamento médico-hospitalar,12
Tue,Tratamento Médico-Hospitalar,293
Tue,Tratamento Medico-Hospitalar e/ou Fornecimento,646
Tue,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,6855
Tue,Troca ou Permuta,28
Tue,Turismo,128
Tue,Tutela e Curatela,84
Tue,Ultraje Público ao Pudor (Ato/Escrito Obsceno),5
Tue,União Estável ou Concubinato,54
Tue,União Homoafetiva,3
Tue,Unidade de Conservação da Natureza,3
Tue,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI),42
Tue,Uso,3
Tue,Uso de documento falso,9
Tue,Uso ou Tráfico de Drogas,2
Tue,Uso ou Tráfico de Drogas :: Competência de Irregul. em Entidade de Atend. Sócioeducativo-JIJ,1
Tue,Usucapiao (Bens Moveis),8
Tue,Usucapião da L 6.969/1981,19
Tue,Usucapião Especial (Constitucional),47
Tue,Usucapião Extraordinária,361
Tue,Usucapião Ordinária,130
Tue,Usufruto,14
Tue,Vaga de garagem,11
Tue,Veículos,2
Tue,Viagem ao Exterior,1
Tue,Vícios de Construção,1
Tue,Violação aos Princípios Administrativos,6
Tue,Violação de direito autoral,6
Tue,Violação de domicílio,7
Tue,Violência Doméstica contra a Mulher,1
Tue,Voluntária,11
Tue,Warrant,1
Tue,NA,25479
Wed,1/3 de férias,17
Wed,Abandono de incapaz,12
Wed,Abandono de incapaz (art. 133),2
Wed,Abandono Intelectual,277
Wed,Abandono Intelectual :: Competência de Cautelares - JIJ,1
Wed,Abandono Intelectual :: Competência de Execução Cível - JIJ,5
Wed,Abandono Intelectual :: Competência de Procedimento Administrativo - JIJ,1
Wed,Abandono Material,561
Wed,Abandono Material :: Competência de Habilitações - JIJ,2
Wed,Abandono Material :: Competência de Medidas de Proteção - JIJ,3
Wed,Abatimento proporcional do preço,229
Wed,Abono de Permanência,704
Wed,Abono de Permanência em Serviço (Art. 87),1
Wed,Abono Pecuniário (Art. 78 Lei 8.112/1990),3
Wed,Aborto provocado pela gestante ou com o seu consentimento,14
Wed,Aborto provocado por terceiro,27
Wed,Abuso de Incapazes,7
Wed,Abuso Sexual,111
Wed,Abuso Sexual :: Competência de Família Substituta - JIJ,2
Wed,Abuso Sexual :: Competência de Medidas de Proteção - JIJ,2
Wed,Acessão,4
Wed,Acidente Aéreo,26
Wed,Acidente de Trabalho,421
Wed,Acidente De Trabalho,1281
Wed,Acidente de Trânsito,9394
Wed,Acompanhamento de Cônjuge ou Companheiro,6
Wed,Acumulação de Cargos,69
Wed,Acumulação de Proventos,3
Wed,Adicional de Horas Extras,990
Wed,Adicional de Insalubridade,2015
Wed,Adicional de Periculosidade,175
Wed,Adicional de Produtividade,11
Wed,Adicional de Serviço Noturno,1260
Wed,Adicional de Tarifa Aeroportuária,2
Wed,Adicional por Tempo de Serviço,130
Wed,"Adidos, Agregados e Adjuntos",2
Wed,Adimplemento e Extinção,93
Wed,Adjudicação Compulsória,402
Wed,Administração,39
Wed,Administração de Herança,108
Wed,Administração judicial,11
Wed,Admissão / Permanência / Despedida,313
Wed,Adoção de Adolescente,12
Wed,Adoção de Criança,269
Wed,Adoção de Maior,41
Wed,Adoção Internacional :: Competência de Cautelares - JIJ,1
Wed,Adoção Internacional :: Competência de Preparação para Adoção - JIJ,14
Wed,Adoção Nacional,40
Wed,Adoção Nacional :: Competência de Preparação para Adoção - JIJ,12
Wed,Adulteração de Sinal Identificador de Veículo Automotor,24
Wed,Advertência,4
Wed,Afastamento,1
Wed,Afastamento do Cargo,23
Wed,Agenciamento,2
Wed,Agêncie e Distribuição,19
Wed,Agentes Políticos,46
Wed,Agrotóxicos,11
Wed,Água e/ou Esgoto,16
Wed,Águas Públicas,130
Wed,Alienação Fiduciária,13441
Wed,Alienação Judicial,7
Wed,Alienação ou Oneração Fraudulenta de Coisa Própria,1
Wed,Alienação Parental,44
Wed,Alimentos,8515
Wed,Alíquota Progressiva,1
Wed,Alistamento / Serviço Eleitoral,2
Wed,Alteração de capital,2
Wed,Alteração de Coisa Comum,21
Wed,Amamentação,8
Wed,Ameaça,2192
Wed,Ameaça (art. 147),118
Wed,Anistia,3
Wed,Anticrese,2
Wed,Anulação,417
Wed,Anulação de Débito Fiscal,367
Wed,Anulação e Correção de Provas / Questões,539
Wed,Apólices da Dívida Pública,1
Wed,Aposentadoria,1328
Wed,Aposentadoria Especial (Art. 57/8),9
Wed,Aposentadoria por Idade (Art. 48/51),1
Wed,Aposentadoria por Invalidez,336
Wed,Aposentadoria por Invalidez Acidentária,311
Wed,Aposentadoria por Tempo de Contribuição (Art. 55/6),5
Wed,Aposentadoria por Tempo de Serviço (Art. 52/4),4
Wed,Aposentadoria/Retorno aoTrabalho,3
Wed,Apreensão,26
Wed,Apropriação de Coisa Achada,1
Wed,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",4
Wed,Apropriação indébita,437
Wed,"Apropriação indébita (art. 168, caput)",1
Wed,Apropriação indébita Previdenciária,3
Wed,Apuração de haveres,104
Wed,Aquisição,662
Wed,Área de Preservação Permanente,11
Wed,Arras ou Sinal,1
Wed,Arrendamento Mercantil,440
Wed,Arrendamento Rural,745
Wed,Assédio Sexual,18
Wed,Assembléia,87
Wed,Assinatura Básica Mensal,242
Wed,Assistência à Saúde,135
Wed,Assistência Médico-Hospitalar,10
Wed,Assistência Pré-escolar,4
Wed,Associação,330
Wed,Associação para a Produção e Tráfico e Condutas Afins,513
Wed,Assunção de Dívida,5
Wed,Assunção de Obrigação no Último Ano do Mandado ou Legislatura,2
Wed,Atentado ao Pudor Mediante Fraude,3
Wed,Atentado Violento ao Pudor,893
Wed,Atentado Violento ao Pudor (Art. 214),14
Wed,Atividade Política,18
Wed,Ato / Negócio Jurídico,191
Wed,Ato Infracional,3671
Wed,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",74
Wed,Atos Administrativos,3058
Wed,Atos Unilaterais,69
Wed,ATP/Adicional de Tarifa Portuária,7
Wed,Atraso de vôo,161
Wed,Autofalência,90
Wed,Auxílio-Acidente (Art. 86),3663
Wed,Auxílio-Alimentação,16179
Wed,Auxílio-Doença Acidentário,11517
Wed,Auxílio-Doença Previdenciário,14
Wed,Auxílio-Funeral,6
Wed,Auxílio-Natalidade,10
Wed,Auxílio-Reclusão,3
Wed,Auxílio-Reclusão (Art. 80),3
Wed,Auxílio-transporte,180
Wed,Averbação / Contagem de Tempo Especial,17
Wed,Averbação / Contagem Recíproca,5
Wed,Bancários,13424
Wed,Base de Cálculo,1
Wed,Bem de Família,331
Wed,"Benefício Assistencial (Art. 203,V CF/88)",5
Wed,Benefícios em Espécie,943
Wed,Benfeitorias,17
Wed,Bens Públicos,95
Wed,Bloqueio de Matrícula,1
Wed,Bloqueio de Valores de Contas Públicas,4
Wed,Busca e Apreensão de Menores,206
Wed,Cadastro de Análise de Crédito,7778
Wed,Cadeira de rodas / cadeira de banho / cama hospitalar,2
Wed,Cálculo de ICMS por dentro,12
Wed,Calúnia,137
Wed,Câmbio,7
Wed,Cancelamento de Hipoteca,1
Wed,Cancelamento de Protesto,365
Wed,Cancelamento de vôo,172
Wed,Capacidade,1878
Wed,Capitalização e Previdência Privada,8
Wed,Cartão de Crédito,19974
Wed,Casa de Prostituição,5
Wed,Casamento,667
Wed,Cédula de Crédito à Exportação,9
Wed,Cédula de Crédito Bancário,1022
Wed,Cédula de Crédito Comercial,128
Wed,Cédula de Crédito Industrial,56
Wed,Cédula de Crédito Rural,670
Wed,Cédula de Produto Rural,189
Wed,Cédula Hipotecária,86
Wed,Cessão de Crédito,114
Wed,Cessão de créditos não-tributários,8
Wed,Cheque,4906
Wed,Cirurgia,3
Wed,Classificação de créditos,55
Wed,Classificação e/ou Preterição,664
Wed,Cláusula Penal,3
Wed,CND/Certidão Negativa de Débito,28
Wed,CNH - Carteira Nacional de Habilitação,3388
Wed,Coação no curso do processo,7
Wed,Cobrança indevida de ligações,96
Wed,Cofins,565
Wed,Coisas,3134
Wed,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas",9
Wed,Comercialização de dados cadastrais de consumidores,365
Wed,Comissão,72
Wed,Comodato,159
Wed,Compensação,33
Wed,Compensação com Apólices da Dívida Pública,2
Wed,Compensação de Prejuízo,1
Wed,Complementação de Benefício/Ferroviário,9
Wed,Compra e Venda,7021
Wed,Compromisso,256
Wed,Compulsória,8
Wed,Comunicação falsa de crime ou de contravenção,1
Wed,Concessão,1542
Wed,Concessão / Permissão / Autorização,169
Wed,Concurso de Credores,34
Wed,Concurso Público / Edital,2862
Wed,Concussão,5
Wed,Condições Especiais para Prestação de Prova,17
Wed,Condomínio,1531
Wed,Condomínio em Edifício,626
Wed,Conflito Fundiário Coletivo Rural,2
Wed,Conflito Fundiário Coletivo Urbano,2
Wed,Conselhos Regionais e Afins (Anuidade),16
Wed,Consórcio,782
Wed,Constituição,1
Wed,Constituição de Renda,4
Wed,Constrangimento ilegal,18
Wed,Consulta,3
Wed,Contra a Administração da Justiça,2
Wed,Contra a dignidade sexual,4
Wed,Contra a Família,3
Wed,Contra a Fé Pública,4
Wed,Contra a Honra,7
Wed,Contra a Incolumidade Pública,1
Wed,Contra a liberdade pessoal,16
Wed,Contra a Paz Pública,3
Wed,Contra a vida,44
Wed,Contra o Meio Ambiente,2
Wed,Contra o Patrimônio,38
Wed,Contrabando ou Descaminho,4
Wed,Contratação de Operação de Crédito,2
Wed,Contrato Temporário de Mão de Obra L 8.745/1993,96
Wed,Contratos Administrativos,2991
Wed,Contratos Bancários,53891
Wed,Contratos de Consumo,3519
Wed,Contratos de Participacao Financeira,41098
Wed,Contravenções Penais,652
Wed,Contribuição de Iluminação Pública,20
Wed,Contribuição Sindical,300
Wed,Contribuição Sindical Rural,1
Wed,Contribuição sobre a folha de salários,4
Wed,Contribuição Social sobre o Lucro Líquido,1
Wed,Contribuições,315
Wed,Contribuições Corporativas,11
Wed,Contribuições de Melhoria,670
Wed,Contribuições Especiais,10
Wed,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",43
Wed,Contribuições Previdenciárias,983
Wed,Contribuições Sociais,106
Wed,Controle de Constitucionalidade,39
Wed,Convênio,51
Wed,Convolação de recuperação judicial em falência,19
Wed,Corpo Feminino,4
Wed,Correção Monetária,9
Wed,Corretagem,1162
Wed,Corrupção ativa,9
Wed,Corrupção de Menores,9
Wed,CORRUPCAO DE MENORES - L 2252,2
Wed,Corrupção passiva,11
Wed,Creditamento,8
Wed,Crédito Prêmio,3
Wed,Crédito Presumido,4
Wed,Crédito Rural,91
Wed,Crédito Tributário,134
Wed,Criação de Dotação Orçamentária,1
Wed,Crime contra o Pátrio-Poder e Tutela,120
Wed,Crime Tentado :: Decorrente de Violência Doméstica,14
Wed,Crimes Contra a Administração da Justiça,1
Wed,Crimes contra a Dignidade Sexual,8
Wed,Crimes contra a Dignidade Sexual :: Competência de Violência Doméstica,8
Wed,Crimes contra a Família,3
Wed,Crimes contra a Fauna,2
Wed,Crimes contra a Flora,12
Wed,Crimes contra a Honra,4
Wed,Crimes contra a liberdade pessoal,3
Wed,Crimes Contra a Ordem Economica,13
Wed,Crimes contra a Organização do Trabalho,1
Wed,Crimes contra a Paz Pública :: Competência de Juizado Especial Crime,1
Wed,Crimes contra a vida,6
Wed,Crimes contra as Relações de Consumo,21
Wed,Crimes Contra o Estado de Filiação,1
Wed,Crimes contra o Meio Ambiente e o Patrimônio Genético,3
Wed,Crimes contra o Patrimônio,11
Wed,Crimes Contra o Sistema Financeiro,5
Wed,Crimes da Lei de licitações,10
Wed,Crimes de Abuso de Autoridade,1
Wed,"Crimes de Lavagem ou Ocultação de Bens, Direitos ou Valores",217
Wed,Crimes de Responsabilidade,16
Wed,Crimes de Tortura,137
Wed,Crimes de Tráfico Ilícito e Uso Indevido de Drogas,17
Wed,Crimes de Tráfico Ilícito e uso indevido de drogas - L 6368,387
Wed,Crimes de Trânsito,2061
Wed,Crimes do Código Brasileiro de Telecomunicações,2
Wed,Crimes do Sistema Nacional de Armas,497
Wed,Crimes do Sistema Nacional de Armas - L 9437,1
Wed,Crimes Falimentares,1
Wed,Crimes Militares,11
Wed,Crimes Previstos no Estatuto da criança e do adolescente,195
Wed,Crimes Previstos no Estatuto do Idoso,36
Wed,Crimes Resultante de Preconceito de Raça ou de Cor,4
Wed,Curadoria dos bens do ausente,3
Wed,Curso de Formação,111
Wed,Custeio de Assistência Médica,22
Wed,Da Poluição,18
Wed,Dação em Pagamento,10
Wed,Dano,83
Wed,Dano (art. 163),10
Wed,Dano Ambiental,19
Wed,Dano ao Erário,200
Wed,Dano Qualificado,192
Wed,Data Base,26
Wed,De Tortura,2
Wed,De Tráfico Ilícito e Uso Indevido de Drogas,524
Wed,De Trânsito,31
Wed,Debêntures,10
Wed,Decadência,2
Wed,Decorrente de Violência Doméstica,2761
Wed,Decretação de Ofício,8
Wed,"Defeito, nulidade ou anulação",38
Wed,Defensoria Pública,10
Wed,Defraudação de Penhor,1
Wed,Demissão ou Exoneração,182
Wed,Denúncia espontânea,1
Wed,Denunciação caluniosa,9
Wed,Depósito,84
Wed,Desacato,6
Wed,Desacato (art. 331),19
Wed,Desapropriação,535
Wed,Desapropriação de Imóvel Urbano,41
Wed,Desapropriação Indireta,208
Wed,Desapropriação por Interesse Social Comum / L 4.132/1962,6
Wed,Desapropriação por Utilidade Pública / DL 3.365/1941,243
Wed,Desconsideração da Personalidade Jurídica,13
Wed,Desconto em folha de pagamento,117
Wed,Descontos Indevidos,1581
Wed,Desenho Industrial,15
Wed,Deserdação,4
Wed,Desmembramento,1
Wed,Desobediência,9
Wed,Desobediência (art. 330),3
Wed,Desobediência a decisão judicial sobre perda ou suspensão de direitos,8
Wed,Despejo para Uso de Ascendentes e Descendentes,13
